etd_file_id,text
270,"['-viii-', 'plays a significant role in the transfer of energy from the transverse', 'waves to the plasma.', 'The third part investigates the stimulated scattering of a', 'coherent electromagnetic wave by low frequency density perturbations', 'in homogenecus plasma. A composite picture of the linear dispersion', 'relations for filamentation and Brillouin scattering is constructed.', 'Finally we describe in detail the absolute instability of Brillouin', 'weak and strong coupling by analytic and numerical means.', 'Allan n. Kanfond', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['-ix-', 'PREFACE', 'This thesis presents work completed in partial fulfillment of', 'requirements for a Ph.D. in physics at the University of California,', 'Berkeley. The author expresses his gratitude to various people for', 'their invaluable assistance: Professor Allan Kaufman for his infinite', 'patience, his painstaking conscientious job of teaching and advising,', 'his helprul criticisms, and his many personal contributions to this', 'research; fellow graduate students Mike Mostrom, Dwight Nicholson,', 'and Gary Smith for their many helpful discussions, their substantial', 'contributions to the research and the computer effort, and their', 'daily support; Professor C. K. Birdsall and Dr. A. Bruce Langdon for', 'supplying a very thorough and patient course of instruction in', 'plasma simulation, and for their excellent computer codes, research', 'support, and wise counsel; Dr. C. E. Max and Professor W. B. Kunkel', 'for their contributions to the research, numerous informative dis-', 'cussions, and moral support; and Georgella Perry and Christina Graham', 'for their expert preparation of all my publications, letters, and', 'my thesiswhile I have been at the Lawrence Berkeley Laboratory and', 'for their equally expert job of rendering all my adninistrative and', 'bureaucratic dealings as simple and pleasant as possible.', 'Most of all, more than simple thanks go to my wife Sharon for', 'her perseverance, encouragement, and support.', 'This research was supported in part by the National Science', 'Foundation and the Energy Research and Development Agency.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
271,"['ACKNOWLEDGEMENT', 'The author wishes to express his appreciation to', 'Dr. T.O. Hockenberry for his advise and counsel during', 'the course of this investigation. The author is also', 'grateful for the discussions and guidance received from', 'Rowland C. Rudolf III, Dr. Walter T. Haswell, III,', 'Dr. Glenn J. Grachis, and Michael N. Diamond. The', 'author also is deeply indebted for the moral support', 'received from his parents, his wife, and his best friend,', 'John Pine.', 'The main block of support for this work was received', 'from Siltronics, Incorporated.', 'ii']"
272,"['ii', 'duct yield and selectivity than steady operation, both', 'with and without redycle, then it is said that periodio', ""operation improves the system's performance, The basis"", 'for comparing periodic and steady operation `is that all', 'three systems have the same reactor volume and the same', 'time averaged throughput. The cost of generating the occil-', 'lations and separating the products is not included.', 'The results show that periodic operation can improve', 'the performance of reactors with direct recycle. The ex-', 'amples show increases of 5-50% in product yield and selec-', 'tivity obtained by varying the feed flow rate and the recycle', 'flow rate. Correct choice of the reactant which is to have', 'a periodic feed flow rate can lead to substantial inczeages', 'in selectivity. This choice is dictabed by. the convexily', 'of the reactor response curves, and by the reaction syotem.', 'The problem of how to optimelly start a reactor with', 'recyclo 13 also considered. An approximate method for detem', 'mining the optimal control of tubular reactors with reojcle', 'is presented. In this melhod, the time delay charscteristic', 'of reuycle syatems is opproximated through a sequence of', 'holding tanks. The number of holding tanks determines the', 'degree of the appronimetion. The resction is considered to', 'take place in a zero-delay reactor. Thus the material and', 'energy relationships for the reactor are preserved. The', 'approximate system is used to obtain tine-optimal and profit-', 'optimal heating policies for the start-up of a nonlinear', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['iii', 'tubular reactor with direct recycle.', 'Optimal policies are deternined for several degrees of', 'approximation. The effect of these optimal controls for the', 'approxinate system on the exact equations is presented.', 'The holding tank approxisation has the advantage that', 'there is great flexibility in choosing a terget set. It is', 'possible to specify final conditions over one time deley.', 'The approximation hos the disadvantage that more than one', 'problem must be solved, and that it is limited by the dimen-', 'sionality of the problem. For complex reactions, where', 'more than two equations are needed to describo the system,', 'the dimensionali ty can become prohibiting.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['iv', 'LIST OF FIGURES', 'Figume No.', 'DESCRIPTIO', 'Page', 'CHAPTER 1', '(1-1)', 'REACTOR--RECYCDE-TANK SYSTEM', '11', '(1-2)', 'REACTOR--RECYCLE SYSTEMM', '11', 'CHAPTER 2', '(2-1)', 'REACTOR-.RECYOLE SYSTEM', '25', '(2-2)', 'AMPLITUDE EFFECT', '36', '(2-3)', 'AMPLITUDE EFFROT', '37', '(2-4)', 'RECYCLE EFFECT-LINEAR SYSTEMS', '39', '(2--5)', 'FREQUENCY SYSTEMS', '41', '(2-6)', 'RECYCLE SYSTEMS', '77', '(2-7)', 'RECYCLE SYOTEMS', '80', '(2-8)', 'CURVES', '83', '(2-9)', 'FREQUENCY SYSTEMS', '86', 'CHAPTER 3', '(3-1)', 'SYSTEM', '99', '(3-2)', 'APPROXIMATIOMS FCR REACTOR RECKOLE', 'SYSTSM', '11.1', '(3-3)', 'MIXER COMCENRMATION DURING SRART-UP', '115', '(3-4)', 'EFFLUENT CONCENTRATUON DURING START-UI 116', '(3-5)', 'OPTIMAL HEATING POLICIES : MINIMUM TIMS', 'START-UP', '148', '(3-6)', 'MIXER CONDITIONS DURING MINIMUM TIME', 'START-UP', '150', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
273,"['1', 'for V=0; u=1', '=', '2', 'for V>0; 0<u<1', 'The probability distribution of the point 2 on a long chain', 'of n-th order walks, Z (e,u), is also studied. The maximum', 'n', 'peak of the distribution shifts to the end of the chain due', 'to the increase of the interaction V.', 'The generating function method is employed to calculate those', 'quantities Cn (u), Un (u), <r n 2 (u)) and Z n (l,u) in the case of', 'strong coupling in which the interaction, V, is large. The asymp-', 'totic behaviors as for the quantities are obtained either by', 'evaluating the residues with respect to the singularities of the', 'generating functions or by applying the saddle-point contour', 'integration. When the results are compared, they turn out to', ""be the same. Last, the Green's function method based on Edwards'"", 'suggestion was tried as a solution to this problem. However,', 'the results were not valid.'] ['INTRODUCTION']"
274,"['I', 'I', 'INTRODUCTION', '1. :', 'Statement of the Problem', 'In recent years the application of the grinding process has been', 'increasing at a rapid rate. Once it was only a toolroom operation', 'used for sharpening cutting tools. Now improvements in abrasive', 'grain compositions, wheel manufacturing techniques, and grinding', 'machine design enable it to compete successfully with other metal', 'removal processes on the bases of production cost or even metal', 'removal rates. Today, grinding is used both as a finishing and', 'as. a roughing operation eliminating in some cases the need for', 'mi filing or turning operations.', 'This increased use of grinding as a production technique has', 'prompted extensive research of the under lying principles of the', 'grinding process. The material to be ground is removed by the', 'action of many small cutting points of abrasive grains of uni-', 'dentified geometry which are held together in the grinding wheel', 'by some bond material. Rotating at high speed each cutting point', 'removes a smail chip by means of a combined ploughing and shearing', 'action. The exact manner in which chips are formed in grinding', 'has not yet been determined. Originally thought of as a miniature', 'milling process it was assumed that chips are sheared off in', 'grinding as they are by the teeth of a milling cutter [21]. This', 'approach does not yield the answers to many problems encountered', 'in grinding and the need for new models arose. New techniques', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
275,"['I', 'Chapter I', 'INTRODUCTION', '1.1 Literature Survey', 'The transition from laminar to turbulent flow of a viscous', 'fluid in a pipe was first experimentally observed by Osborne', '*', 'Reynolds', '[1] in 1883. This phenomenon of transition, though in', 'engineering practice more important than that of the stability', 'of Taminar motion, is yet to be clearly understood. However,', 'a', 'rich harvest of knowledge has been gained regarding the stability', 'of various fluid flows to small, though not necessarily', 'infinitesimal, disturbances - a prerequisite for understanding', 'the more+complex phenomenon of transition. Since a flow is', 'said to be stable if the effects of small disturbances do not', 'grow with respect to either time or dowrstream distance, it', 'should be pointed out that instability (or growth of disturbances)', 'does not necessarily lead to turbulent motion; it could lead to', 'another state of laminar motion, and in fact, this is often the', 'case [2].', 'Lord Rayleigh is generally credited to be the founder of', 'hydrodynamic stability +heory but his efforts were largely', 'limited to inviscid fluids only. Observing that the instability', '*', 'Numbers in parentheses designate references listed at the', 'end of the dissertation.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
276,"['1.', 'I. INTRODUCTION', 'The study of the electronic properties of pure', 'metals and intermetallic compounds has advanced sig-', 'nificantly in recent years. With the wealth of available', 'data and the agreement of the data with the theoretical', 'calculations, it appears that we have a good qualitative', 'as well as quantitative understanding of the electronic', 'properties of these materials.', 'The same is not true in the case of disordered alloys.', 'There has been much theoretical work in an attempt to', 'describe the systems, but most of the work has been', 'qualitative in nature with little hope of quantitatively', 'comparing their predictions to experimental results. In', 'addition, there is considerably less data available in the', 'case of disordered alloy systems, since some of the more', 'refined experimental techniques used in the investigation', 'of pure metals and intermetallic compounds are not', 'possible. The large increase in the scattering rate due to', 'the disorder in the crystal lattice of bulk alloys', 'prevents experiments which require wc (>>1, such as the', 'de Haas-van Alphen effect, from being performed.', 'Therefore, it seems plausible that if quantitative as', 'well as qualitative agreement between theory and', 'experiment is to be obtained, it will probably be in one', 'of the more simple alloy systems. Alloys of the noble', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
277,"['organization for public health in Pittsburgh included such', 'primary sources as; 1) daily newspapers, 2) annual reports', 'of the Board of Health, 3) annual reports of the Bureau of', 'Health, 4) city ordinances, 5) city directories and bio-', 'graphical reviews, 6) professional journals of the Pittsburgh', 'Medical Society and the American Public Health Association,', '7) United States census reports.', 'It was possible to trace the evolution of the idea', 'that the community should be responsible for aspects of health', 'which are beyond the control of citizens acting individually.', 'The findings of this study are that the development of a', 'municipal organization for public health in Pittsburgh coin-', 'cided with an expanding economy and rapid population growth.', 'The pressures created by the new urban environment led to', 'the need for increased delegation of community responsibility', 'in the health area. When environmental conditions and', 'epidemics of disease in Pittsburgh could no longer be satis-', 'factorily dealt with on an individual basis, the municipality', 'assumed responsibility, albeit limited responsibility, in', 'these matters. Inadequate last minute responses to health', 'problems characterize the activities of the Board of Health,', 'with a pattern of action taken only in response to a crisis', 'such as an epidemic of disease. The need for improved ad-', 'ministrative efficiency to cope with epidemics of disease', 'led to the few innovative changes at the Board of Health, i.e.', 'collection of vital statistics, published reports, employment', 'of a corps of workers and the reorganization of the Board of', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['Health in 1888. Municipal uncleanliness, linked to high', 'death rates remained an unsolved problem in the city of', 'Pittsburgh. The spread of disease was facilitated by rapid', 'urbanization and industrialization. A discrepancy existed', 'between those diseases people feared most and those which', 'caused the greatest amounts of sickness and death in Pitts-', 'burgh. Finally, a new concept in public health practice,', 'prevention of disease, occurred in 1895 with the use of bac-', 'teriological science.', 'Because of the low priority given to health, as', 'evidenced by the lack of funds allocated for this purpose,', 'inattention to health questions by the governing body, and a', 'minimal amount of pressure from citizens for better health', 'conditions, and because of lack of knowledge of how best to', 'combat disease, the public health officials could not keep', 'pace with deterioration of the urban environment and the ac-', 'companying high rates of disease that occurred in Pittsburgh', 'in the second half of the nineteenth century.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['MUNICIPAL ORGANIZATION FOR PUBLIC HEALTH', 'IN PITTSBURGH, 1851-1895', '-', 'TABLE OF CONTENTS', 'Page', 'i', 'Acknowledgments', 'ii', 'List of Tables', '1', 'Introduction', 'I. Early Health Regulations in Pittsburgh', '12', 'II. The First Twenty Years of the Board of Health', '24', 'III. Efforts to Create a More Rational Board of', '41', 'Health', 'IV. The Sanitary Condition of Pittsburgh', '61', 'V. The Response to Epidemic Disease in Pittsburgh', '80', 'VI. The Reorganization of the Board of Health', '100', 'VII. Transition to Use of Bacteriological sciences', 'for Combatting Disease in Pittsburgh', '110', '119', 'VIII. Epilogue', 'IX. Transition to the History Classroom', '125', '138', 'Bibliography', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
278,"['TABLE OF CONTENTS', 'Page', 'Part One:', 'HISTORY OF THE DEVELOPMENT OF THE UNIT', 'AND ITS RATIONALE.', '1', 'Part Two:', 'THE UNIT LESSONS', '20', 'Part Three: EVALUATION', '75', 'Part Four: TEXT MATERIALS', '110', 'Part Five:', 'BIBLIOGRAPHY OF WORKS CONSULTED.', '118', 'Appendices:', '122', 'iii']"
279,"['xiii', "",1'-difluorotrisilylamine were characterized by infrared, mass and"", 'proton resonance spectra, as well as by other means The remaining', 'compounds were characterized as fully as their quantities permitted.', 'The high resolution proton magnetic resonance spectra of the', 'compounds 3-silylpropene, 3-monofluorosilylpropene and 3-germylpropene', 'were analyzed by using the computer program LAOCN 3. The results of the', 'analysis were used to investigate the possible interaction between the', 'unoccupied d orbitals of the group IVB element and the olefinic pT', 'orbitals. There was no indication for the presence of any inter- or', 'intramolecular interaction of this type. The molecules apparently exist', 'almost entirely in the gauche conformation.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['INTRODUCTION', 'A. Present Research', 'The study of hydrides and hydride derivatives of the lower group', 'IVB elements has led to significant contributions to fundamental', 'research in inorganic chemistry. Until recently, most of the work in', 'this field dealt with the preparation and characterization of the', 'silicon hydrides (silanes) and silane derivatives. Credit and admiration', 'must be extended to Alfred Stock who, in the days before spectroscopic', 'and other modern analytical techniques, synthesized and determined the', 'properties of many silanes and some of their simple derivatives. Since', 'then, a large number of silanes and silane derivatives have been prepared.', 'Excellent discussions of these compounds have been given in several review', 'articles by Aylett, 9 Ebsworth, 58 MacDiarmid, 125,127,128 Mackay 129 and', 'Van Dyke. 1 9 3 These references should be consulted for further background', 'information. Silanes have been utilized more than any other group of', 'hydrides for testing bonding theories owing to the wider range of compounds', 'known. Silicon hydride molecules are usually small and uncomplicated,', 'thus allowing convenient examination by physical techniques. They are', 'also often very volatile under low pressure and thus easily manipulatable', 'in a vacuum line.', 'Until recently, only a small number of germanium hydrides (germanes)', 'and their derivatives had been prepared and characterized. At one time,', 'this appeared to be due to their instability and to difficulties in', 'synthetic procedures. Lately, however, preparations of the parent', 'germanes and their derivatives have been more successful and there are', 'excellent reviews on the subject by Jolly and Norman110 and Van Dyke. 194', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
280,"['- viii', 'ACKNOWLEDGMENTS', 'The author wishes to thank his advisor, Dr. C. G. Culver,', 'for his many ideas and constant interest throughout this study.', 'The support of the Department of Civil Engineering is appre-', 'ciated. Special thanks are extended to Professor John D. Mozer', 'for his cooperation and for the use of some of his results and', 'to James Cook for his help with the tables and figures.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
281,"['ACKNOWLEDGEMENTS', 'To my parents, Mr. and Mrs. Victor M. Reusch, and my brother,', 'Dr. Victor M. Reusch, Jr., for financial and moral support', 'during my years in school', 'my advisors, Professor Edward L. Cussler, Jr. and', 'Professor Clarence A. Miller, for their guidance and support', 'during the preparation of this dissertation', 'Mr. Frank Caracciolo, Mr. John Fong, Dr. Timothy Hiss and', 'Mr. Jan Zandhius who helped in building the experimental', 'apparatus used and in running the experiments reported in', 'this dissertation', 'the many good friends and acquaintances I met while at', 'Carnegie-Mellon University who provided much warmth and cheer', 'in the otherwise depressing life of Pittsburgh.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
282,"['Chapters four and five were coauthored with Gerald Thompson.', 'These chapters are theoretical in nature--they discuss the continuous', 'modular (chapter four) and multiple modular (chapter five) design', 'problems. In chapter four an efficient algorithm is given for', 'attaining the solution to the single module case. Chapter five ex-', 'tends the results of four to the more general multiple module case.', 'In this problem there exist many local optima; a heuristic search', 'procedure is outlined which can be used to locate a ""good"" local', 'solution.', 'Chapter six discusses an algorithm which would solve the modular', 'design problem (for the integer solution). In this procedure,', 'the', 'solution to the continuous problem is very helpful. The algorithm', 'is expected to be able to solve moderate size problems--stopping', 'the algorithm before completion should yield good solutions to larger', 'problems. Slight modifications of this algorithm could be used to', 'achieve integer solutions to the multiple modular problem. Given', 'the continuous solution to the multiple modular design problem', 'from chapter five, good solutions to the integer problem could be', 'achieved heuristically.'] ['TABLE OF CONTENTS', 'Page', 'CHAPTER 1: Introduction', 'A.', 'A History of Standardization', '1-1', 'B.', 'Single Firm Standardization', '1-5', 'C.', 'Background Material', '1-10', 'D.', 'Scope of the Thesis', '1-12', 'References', '1-14', 'CHAPTER 2: Product Design: Subassemblies for Multiple Modules', '(coauthored with D. Rutenberg)', 'I.', 'Introduction', '2-2', 'II.', 'Problem Statement, Notation and Terminology', '2-5', 'III.', 'Solution Procedure', '2-8', 'IV.', 'Heuristic Search', '2-11', 'V.', 'Sample Problem and Results', '2-14', 'VI.', 'Conclusions', '2-19', 'Appendix - An Upper Bound on the Number of Modules', '2-21', 'References', '2-24'] ['2-2', 'PART I', 'Introduction', 'Product design is an art which reconciles aesthetics, technical performance,', 'and cost. Products are rarely designed from scratch; they are usually modifica-', 'tions and syntheses of preceding generations of designs. The design team,', 'therefore, has at least a ball park idea of the demands of the principal market', 'segments. When a design team calls for management science aid, it envisions one', 'of three options:', '1. Information Retrieval and Display Systems', 'Market research reports, lost sales reports, customer complaints,', 'and competitive surveys are available within most corporations but are', 'rarely digested for a design group. One information retrieval system', 'is in use by Sulzer Bros., the Swiss designer of large marine diesel', 'engines. This system encompasses the manufacturing capability of each', 'of its licensees around the world, the non-availability of certain standard', 'items (such as square tubing), and maintenance reports on each engine.', '2. Automated Design Programs', 'Certain products are designed to the specifications of each', 'customer; the design procedure is standard and, therefore, automated.', 'Westinghouse Electric, for example, uses computer programs in designing', 'small and medium-sized electric motors to issue instructions for each', 'set of windings. More complex design problems can also be handled [ 7 1.', '3. Optimizing Design Standards (this paper', 'This paper shall consider the use of standard designs--how many', 'different types should be produced and the specifications of each type.', 'This latter problem is particularly challenging in a global corporation where', 'multimarket considerations cannot be ignored. The H. J. Heinz Company sells more', 'than 57 varieties. Indeed, for each product, a different recipe is tailored to', 'each nation. In contrast, the Campbell Soup Company moved international by selling', 'exactly the same product in each nation of the world [ 13 Between these two', 'extremes lies an optimum product design. If designs are tailored to the unique', 'specifications of each market segment in each nation, and with an eye to their']"
283,"['regions, and at least an order of magnitude faster in the flame region.', 'The flame zone, characterized by intense CN emission, is a chain', 'recombination of N atoms mediated by CN and NCN radicals and initiated', 'by small quantities of C4N2. In the slow region at low pressures the', 'initial steps are', 'k', 'k 1 1', '(1)', 'NC4N2 + N2 k2 NCN + C3N + N2', '(2)', 'Kinetic data provide the rate constant estimates', 'K1 = 5.3 + 4.3 x 10-15 cm³/molecule sec', 'k-1 V 1.4+1.1 x 108 sec-1', 'k2 < 7.2 x 10-10 cm³/molecule sec', 'At higher pressures the slow region is governed by a more complex chain', 'mechanism, different from that in the flame region. There is a small', 'but significant temperature dependence of the rate constant in the', 'high-pressure region (Ea = 700 + 450 cal/mole), but there is no', 'significant temperature dependence in the low pressure region.', 'Major products are C2N2 and C6N2, and CN and C2N are observed as', 'intermediates.', 'iii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['To Joanne', 'iv', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
284,"['ii', 'computations (represented by subgraphs) that can be performed in sequence, in', 'parallel, or in some special combinations of both. Transformation algorithms reconnect', 'the graph to reflect the new flow of computations. Since the conditions for the', 'transformations depend upon the processor-memory structure of the building blocks,', 'several PMS structures are examined and compared with regard to their effect on the', 'basic set of conditions.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.'] ['iii', 'Acknowledgement', 'I', 'wish to acknowledge the great help and encouragement provided by my advisor', 'Professor Gordon Bell throughout my years at CMU. Dr. Daniel Siewiorek provided', 'valuable advise during the development of the thesis. Drs. John Grason and Nico', 'Habermann provided many comments and suggestions.', 'The environment in the Department of Computer Science at Carnegie-Mellon -', 'University had a great deal to do with the succesful completion of the thesis. I want to', 'thank Drs. Peder Emstead, Anita Jones, and Michael Knudsen for the time they', 'dedicated to reading the thesis and for their valuable comments. Ross Scroggs and', 'Steve Goldman implemented the ISP compiler. Joe Newcomer was most helpful with his', 'improvements of the XOFF text editor and the TIMER system. Roy Levin modified the', 'SIX12 system to make it compatible with the timing routines.', 'Last but not the least, I want to thank my friends and colleagues Robert Chen,', 'Wing-Hing - Huen, Henry Goldberg, and Satish Rege for many stimulating discussions.', 'The ""Downstairs Lounge"" crowd provided many hours of relaxation and partying, they', 'were much needed.', 'Finally, not having a wife to blame (or thank) for the time it took to write the', 'thesis, it remains as an open question whether or not she would have helped; this is a', 'suggestion for future research.', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
285,"['TABLE OF NOMENCLATURE', 'A', 'area', 'c', ""parameters (analogous to K and k')"", ""C'"", 'C', ""= K'164"", ""C'"", '= K/64', 'D', 'diameter', '+1', 'unknown functions', 'f ij', 'unknown functions', 'f', 'Fanning Friction Factor', 'F', 'unknown function', 'gravitational constant', 'c', 'G', 'elastic modulus', 'H', 'power-law elastic modulus', 'K', 'Hagenbach correction', 'K°', 'Couette correction', 'L', 'length', 'm', 'elastic power-law index', 'n', 'power-law index', 'n', 'K°/32, form of Couette correction', 'o', 'N.', 'x2', ', Equation (1.28)', 'V', 'N ""Re', 'Reynolds Number', 'P', 'pressure', '(F11-P22)', 'normal stress difference', 'Q', 'volumetric flow rate', 'r', 'radial coordinate', 'ro', 'cone length from apex', 'iv']"
286,"['ACKNOWLEDGEMENTS', '1 wish to express my deep appreciation to my thesis advisor, Nico', 'Habermann, for his unfailing encouragement, his guidance and his perceptive', 'judgments, and to the rest of my committee, Bill Wulf, Allen Newell and John', 'Grason, for their criticisms and support.', 'I feel extremely fortunate in having had the opportunity to contribute', 'some of the ""thesis ideas\' to an actual system design during the progress of', 'the thesis, and to learn from arguing about those ideas with Bill Wulf and the', 'members of the initial HYDRA design group.', ""Thanks also to the members of the 'brownie-plate' seminar."", 'It is a pleasure to acknowledge these debts!', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
287,"['TABLE OF CONTENTS', 'Page', 'List of Tables', 'ii', 'Acknowledgments', 'iv', 'I.', 'Introduction', '1', 'II.', 'Systematic Use of Polarization Functions', '11', 'III.', 'Development of the Polarization Basis Set', '19', 'IV.', 'Systematic Approach to Calculating One- and Two-', 'Electron Integrals in Gaussian Basis Sets', '38', 'V.', 'The Influence of Polarization Functions on Molecular', 'Orbital Hydrogenation Energies', '41', 'VI.', 'The Effect of Polarization Functions on Conformations', 'of Simple Carboilim Ions', '59', 'VII.', 'The Effect of d Functions on the Geometries of the', 'First Row Hydrides', '69', 'VIII. Summary and Conclusions', '89', 'Appendix. Explanation of Some Terms Used', 'in LCAO-MO Theory', '91', 'References', '94', 'i', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
288,"['ACKNOWLEDGMENTS', 'I wish to express my appreciation to my thesis advisor, Professor', 'David Parnas, for his guidance throughout this research. He was in-', 'valuable in his role as a ""real world oracle"".', 'I would also like to thank Professors William Wulf, Dan Siewiorek,', 'and Peter Andrews for their constructive readings of this thesis.', 'I am grateful to Professor E. W. Dijkstra for creating the synchro- -', 'nization area - éspecially the PV primitive.', 'Special thanks are due my wife, Cindy, whose encouragement greatly', 'aided me in my research.', 'ii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
289,"['The boundary-integral technique offers the potential to be a', 'very powerful, general purpose tool for the solution of linear and', 'non-linear problems in the area of solid mechanics. As greater', 'computational capability becomes available, the advantages of the', 'boundary-integral technique should become even more consequential', 'since the technique inherently tends to increase the portion of', 'problem solving effort performed by the computer and to decrease', 'the effort required of the analyst.', 'iii'] ['TABLE OF CONTENTS', 'Page', 'CHAPTER I INTRODUCTION', '1', 'CHAPTER II IMPROVED ELASTIC IMPLEMENTATION', '5', 'A.', 'Introductory Remarks', '5', 'B.', 'Development of Boundary-Integral Enuations', 'for Elasticity', '8', 'C. Formulation of Improved Numerical Solution', 'Technique', '17', 'D. Numerical Results', '29', 'E. Summary', '62', 'CHAPTER III ELASTO-PLASTIC IMPLEMENTATION', '63', 'A.', 'Introductorv Remarks', '63', 'B. Develonment of Boundary-Integral Enuations', 'for Elasto-Plasticity', '65', 'C. Formulation of Numerical Solution Technique', '69', 'D. Numerical Results', '83', 'E. Summary', '124', 'CHAPTER IV CONCLUSIONS', '126', 'REFERENCES', '130', 'APPENDIX A INTEGRATION OF KERNELS FOR LINEAR BOUNDARY', 'VARIATION', '134', 'APPENDIX B EVALUATION OF INTEGRALS FOR ZERO-LENGTH', 'SEGMENTS', '154', 'APPENDIX C COMPUTER PROGRAM BITE', '166', 'APPENDIX D VOLUME INTEGRATION SCHEME', '171', 'APPENDIX E ELASTO-PLASTIC FLOW RULE', '180', 'APPENDIX F COMPUTER PROGRAM BITEP', '185']"
290,"['ACKNOWLEDGEMENTS', 'My sincere thanks to:', 'Professor William Wulf, my thesis advisor, who provided constant', 'encouragement, initiated many of the thesis ideas, and oversaw their', 'development;', 'Professors Fuller, Grayson, Habermann, and Parnas, members of my thesis', 'committee, who helped shape the final form of the dissertation;', 'my fellow graduate students, especially the Bliss group, Jerry Apperson,', 'Rich Johnsson, Chuck Weinstock, and Dave Wile, who formed an initial,', 'critical audience to many of these ideas;', 'Peter, Kathleen, and John, who often endured an absent father; and', 'Nancy, my wife, whose patient understanding and unfailing support sustained', 'me throughout my graduate education and especially during these last months', 'while the dissertation was being completed.', 'iii', 'Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.']"
